y;X1;X2;X3;X4;X5;X6;X7;X8
1.00;0.42;0.428571429;0.4;0.461538462;0.454545455;1.54;0;0.428571429
0.00;0.5;0.428571429;0.666666667;0.25;0.25;1.72;1;0.555555556
0.00;0.25;0;0;0;0.5;0.581395349;0;0.055555556
0.00;0.08;0.173913043;0.272727273;0.083333333;0;0.947916667;1;0.117647059
1.00;0.25;0.347826087;0.416666667;0.272727273;1;1.054945055;0;0.352941176
1.00;0.75;0.45;0.5;0.4;0.318181818;0.709677419;1;0.666666667
0.00;0.42;0.5;0.6;0.4;0.409090909;1.409090909;0;0.833333333
1.00;0.5;0.727272727;0.9;0.583333333;0.636363636;2.846153846;1;0.944444444
0.00;0.33;0.227272727;0.333333333;0.1;0.181818182;0.351351351;0;0.055555556
1.00;1;0.791666667;0.916666667;0.666666667;0.238095238;1.287234043;1;0.944444444
0.00;0.75;0.75;0.75;0.75;0.476190476;0.776859504;0;0.888888889
0.00;0.92;0.458333333;0.5;0.416666667;0.428571429;1.014084507;1;0.666666667
0.00;0.5;0.291666667;0.333333333;0.25;0.142857143;0.986111111;0;0.333333333
1.00;0.42;0.48;0.615384615;0.333333333;1;2.375;1;0.833333333
0.00;0;0.08;0.153846154;0;0;0.421052632;0;0
1.00;0.67;0.545454545;0.727272727;0.363636364;0.5;1.302521008;1;0.8125
0.00;0.33;0.333333333;0.5;0.181818182;0.5;0.767741935;0;0.4375
0.00;0.5;0.363636364;0.454545455;0.272727273;0;0.755952381;1;0.3125
0.00;0.75;0.5;0.545454545;0.454545455;1;1.322834646;0;0.6875
1.00;0.5;0.366666667;0.533333333;0.2;0.166666667;1.459770115;1;0.428571429
0.00;0.25;0.166666667;0.1875;0.142857143;0.666666667;0.68503937;0;0.142857143
0.00;0.42;0.3;0.4;0.2;0.25;0.75;1;0.555555556
0.00;0.33;0.3;0.266666667;0.333333333;0.5;1.333333333;0;0.5
1.00;0.42;0.541666667;0.666666667;0.416666667;0.5;1.143835616;1;0.666666667
0.00;0.75;0.5;0.5;0.5;0.5;0.874251497;0;0.722222222
0.00;0.33;0.173913043;0.363636364;0;0.230769231;0.550724638;1;0.166666667
1.00;0.42;0.583333333;0.583333333;0.583333333;0.461538462;1.815789474;0;0.833333333
0.00;0.58;0.310344828;0.357142857;0.266666667;0.133333333;0.703947368;1;0.25
1.00;0.92;0.655172414;0.6;0.714285714;0.733333333;1.420560748;0;0.9375
0.00;0.67;0.333333333;0.5;0.142857143;0;0.67;0;0.5
1.00;0.33;0.214285714;0.4;0.111111111;1;1.492537313;1;0.25
0.00;0.17;0.32;0.583333333;0.076923077;0.333333333;0.583333333;1;0.4
1.00;0.5;0.481481481;0.571428571;0.384615385;0.666666667;1.714285714;0;0.8
1.00;0.25;0.192307692;0.307692308;0.076923077;0.4;0.909952607;1;0.05
0.00;0.92;0.62962963;0.857142857;0.384615385;0.6;1.098958333;0;0.85
1.00;0.42;0.444444444;0.384615385;0.5;0;0.905660377;1;0.555555556
0.00;0.33;0.444444444;0.571428571;0.307692308;1;1.104166667;0;0.5
1.00;0.42;0.357142857;0.357142857;0.357142857;0.4;0.969924812;1;0.388888889
0.00;0.25;0.259259259;0.285714286;0.230769231;0;1.031007752;0;0.277777778
0.00;0.17;0.380952381;0.363636364;0.4;0.461538462;1.094594595;1;0.428571429
0.00;0.5;0.285714286;0.363636364;0.2;0.384615385;0.913580247;0;0.285714286
1.00;0.75;0.761904762;0.8;0.727272727;0.636363636;1.7875;1;0.928571429
0.00;0.5;0.25;0.363636364;0.111111111;0.272727273;0.559440559;0;0.214285714
1.00;0.58;0.344827586;0.6;0.071428571;0.5;0.784090909;1;0.444444444
0.00;0.67;0.482758621;0.533333333;0.428571429;0.5;1.275362319;0;0.777777778
0.00;0.17;0.068965517;0.071428571;0.066666667;0.533333333;0.394736842;1;0
1.00;0.25;0.344827586;0.533333333;0.142857143;0.2;2.533333333;0;0.333333333
1.00;0.75;0.481481481;0.461538462;0.5;0.4;1.452173913;1;0.611111111
0.00;0.58;0.222222222;0.357142857;0.076923077;0.4;0.688622754;0;0.222222222
1.00;0.42;0.48;0.461538462;0.5;0.291666667;1.5;1;0.7
0.00;0.25;0.16;0.25;0.076923077;0.416666667;0.666666667;0;0.1
0.00;0.33;0.454545455;0.5;0.416666667;0.666666667;1.340909091;1;0.611111111
1.00;0.5;0.136363636;0.2;0.083333333;0.133333333;0.745762712;0;0
0.00;0.33;0.15625;0.2;0.117647059;0.466666667;0.639344262;1;0
1.00;0.25;0.21875;0.375;0.0625;0.333333333;1.564102564;0;0.1
0.00;0.5;0.34375;0.4375;0.25;0;0.865671642;1;0.55
0.00;0.75;0.34375;0.5625;0.125;1;1.155172414;0;0.45
0.00;0.42;0.28125;0.4375;0.125;0.333333333;0.786259542;1;0.3
0.00;0.25;0.25;0.375;0.125;0.666666667;1.27184466;0;0.15
0.00;0.67;0.206896552;0.071428571;0.333333333;0.666666667;0.95;1;0.157894737
0.00;0.33;0.233333333;0.266666667;0.2;0.333333333;1.052631579;0;0.052631579
1.00;0.75;0.620689655;0.533333333;0.714285714;0.333333333;1.14375;1;0.789473684
0.00;0.58;0.366666667;0.5;0.214285714;0.333333333;0.87431694;0;0.578947368
0.00;0.33;0.24137931;0.428571429;0.066666667;0.296296296;0.769230769;1;0.166666667
0.00;0.25;0.413793103;0.466666667;0.357142857;0.259259259;1.3;0;0.444444444
1.00;0.67;0.464285714;0.571428571;0.357142857;0.176470588;0.637614679;1;0.5
0.00;0.67;0.678571429;0.733333333;0.615384615;0.470588235;1.568345324;0;0.9
1.00;0.83;0.4375;0.5;0.375;0;0.797385621;1;0.631578947
0.00;0.75;0.566666667;0.6875;0.428571429;1;1.254098361;0;0.736842105
0.00;0.75;0.34375;0.5625;0.125;0;1.1015625;1;0.45
0.00;0.5;0.375;0.4375;0.3125;1;0.907801418;0;0.6
0.00;0.5;0.433333333;0.533333333;0.333333333;0.117647059;0.491596639;1;0.722222222
0.00;1;0.862068966;0.928571429;0.8;0.588235294;2.034188034;0;0.944444444
0.00;0.42;0.5;0.818181818;0.181818182;0.307692308;1.325396825;1;0.916666667
1.00;0.5;0.409090909;0.636363636;0.181818182;0.153846154;0.754491018;0;0.583333333
0.00;0.5;0.423076923;0.416666667;0.428571429;0.444444444;0.672316384;1;0.55
1.00;0.58;0.615384615;0.642857143;0.583333333;0.444444444;1.487394958;0;0.9
0.00;0.75;0.655172414;0.733333333;0.571428571;0.5;1.139705882;1;0.928571429
0.00;0.33;0.428571429;0.642857143;0.214285714;0.208333333;0.877419355;0;0.714285714
1.00;0.83;0.393939394;0.5625;0.235294118;0.285714286;2.028571429;1;0.5
0.00;0.33;0.121212121;0.117647059;0.125;0;0.492957746;0;0
0.00;0.42;0.428571429;0.363636364;0.5;0;0.975609756;1;0.875
1.00;0.83;0.380952381;0.5;0.272727273;0.333333333;1.025;0;0.625
0.00;0.58;0.380952381;0.363636364;0.4;0.333333333;1;1;0.75
1.00;0.33;0.380952381;0.454545455;0.3;0.333333333;1;0;0.5
0.00;0.42;0.272727273;0.272727273;0.272727273;0.3;0.635514019;1;0.166666667
1.00;0.25;0.409090909;0.454545455;0.363636364;0.3;1.573529412;0;0.333333333
0.00;0.67;0.555555556;0.538461538;0.571428571;0.8;0.861878453;1;0.833333333
1.00;0.58;0.444444444;0.714285714;0.153846154;0.2;1.16025641;0;0.611111111
1.00;0.76;0.555555556;0.538461538;0.571428571;0.285714286;1.191709845;1;0.777777778
0.00;0.67;0.518518519;0.571428571;0.461538462;0.571428571;0.839130435;0;0.722222222
1.00;0.42;0.416666667;0.6;0.285714286;0.384615385;1.158227848;1;0.555555556
0.00;0.5;0.416666667;0.571428571;0.2;0.384615385;0.863387978;0;0.444444444
1.00;0.67;0.448275862;0.428571429;0.466666667;0.428571429;1.371900826;1;0.444444444
0.00;0.58;0.310344828;0.466666667;0.142857143;0.285714286;0.728915663;0;0.375
1.00;0.25;0.1;0;0.166666667;0.333333333;0.446096654;1;0
0.00;0.83;0.692307692;0.857142857;0.5;0.666666667;2.241666667;0;0.9
0.00;0.67;0.444444444;0.666666667;0.222222222;0;1.923076923;1;0.714285714
0.00;0.58;0.277777778;0.444444444;0.111111111;0.833333333;0.52;0;0.285714286
1.00;0.33;0.16;0.307692308;0;0;1.064516129;1;0.0625
0.00;0.5;0.36;0.538461538;0.166666667;1;0.939393939;0;0.3125
1.00;0.42;0.24137931;0.285714286;0.2;0.333333333;0.902912621;1;0.111111111
0.00;0.67;0.4;0.466666667;0.333333333;0.666666667;1.107526882;0;0.666666667
1.00;0.5;0.466666667;0.733333333;0.2;0.571428571;1.946808511;1;0.7
0.00;0.25;0.193548387;0.3125;0.066666667;0.285714286;0.513661202;0;0.05
0.00;0.42;0.566666667;0.666666667;0.466666667;0.545454545;0.878172589;1;0.75
1.00;0.83;0.6;0.666666667;0.533333333;0.109090909;1.138728324;0;0.8
0.00;0.58;0.533333333;0.6;0.466666667;0.609375;1.086666667;1;0.875
1.00;0.67;0.466666667;0.6;0.333333333;0.109375;0.920245399;0;0.6875
0.00;0.58;0.388888889;0.375;0.4;0.454545455;0.724137931;1;0.333333333
1.00;0.42;0.5;0.444444444;0.555555556;0.454545455;1.380952381;0;0.666666667
1.00;0.25;0.3;0.333333333;0.266666667;0.148148148;0.909090909;1;0.3
0.00;0.33;0.333333333;0.4;0.266666667;0.592592593;1.1;0;0.45
0.00;0.33;0.266666667;0.4;0.133333333;0.25;0.62406015;1;0.1
1.00;0.5;0.4;0.5;0.285714286;0.5;1.602409639;0;0.6
0.00;0.42;0.333333333;0.466666667;0.2;0.285714286;0.784946237;1;0.35
1.00;0.58;0.3;0.3125;0.285714286;0.380952381;1.273972603;0;0.65
0.00;0.17;0.266666667;0.4;0.133333333;0.205882353;1.3;1;0.25
0.00;0.25;0.166666667;0.2;0.133333333;0.558823529;0.769230769;0;0
0.00;0.25;0.233333333;0.266666667;0.2;0.333333333;1.168674699;1;0.05
1.00;0.42;0.266666667;0.333333333;0.2;0.333333333;0.855670103;0;0.2
0.00;0.5;0.4;0.5;0.3125;0.310344828;0.909090909;1;0.7
1.00;0.67;0.333333333;0.4;0.266666667;0.275862069;1.1;0;0.55
1.00;0.58;0.533333333;0.5;0.5625;0.552631579;2.134020619;1;0.8
0.00;0.33;0.233333333;0.333333333;0.133333333;0.184210526;0.468599034;0;0.15
1.00;0.58;0.764705882;0.875;0.666666667;0.090909091;1.081632653;1;0.75
0.00;0.83;0.875;0.875;0.875;0.727272727;0.924528302;0;0.833333333
1.00;0.5;0.321428571;0.428571429;0.214285714;0.333333333;0.821656051;1;0.4375
0.00;0.83;0.571428571;0.642857143;0.5;0.428571429;1.217054264;0;0.9375
0.00;0.5;0.384615385;0.368421053;0.4;0.28;0.857142857;1;0.583333333
1.00;0.33;0.421052632;0.473684211;0.368421053;0.4;1.166666667;0;0.791666667
0.00;0.33;0.153846154;0.105263158;0.2;0.571428571;0.939130435;1;0.041666667
1.00;0.42;0.256410256;0.3;0.210526316;0.142857143;1.064814815;0;0.291666667
1.00;0.5;0.307692308;0.473684211;0.15;0.258064516;1.095238095;1;0.375
0.00;0.42;0.333333333;0.3;0.368421053;0.451612903;0.913043478;0;0.416666667
0.00;0.5;0.41025641;0.526315789;0.3;0.35;1.021276596;1;0.708333333
1.00;0.33;0.358974359;0.35;0.368421053;0.4;0.979166667;0;0.541666667
0.00;0.42;0.384615385;0.421052632;0.35;0.454545455;0.983739837;1;0.458333333
0.00;0.92;0.41025641;0.5;0.315789474;0.318181818;1.016528926;0;0.666666667
0.00;0.08;0.179487179;0.105263158;0.25;0.333333333;0.510638298;1;0
0.00;0.67;0.461538462;0.55;0.368421053;0.666666667;1.958333333;0;0.75
1.00;0.67;0.384615385;0.5;0.263157895;0.615384615;1.733333333;1;0.708333333
0.00;0.25;0.25;0.285714286;0.210526316;0.230769231;0.576923077;0;0.083333333
1.00;0.75;0.58974359;0.666666667;0.523809524;0.5;0.956834532;1;0.875
0.00;0.33;0.315789474;0.368421053;0.263157895;0.357142857;1.045112782;0;0.291666667
0.00;0.67;0.666666667;0.736842105;0.6;0.384615385;1.338235294;1;0.958333333
0.00;0.5;0.230769231;0.3;0.157894737;0.384615385;0.747252747;0;0.25
1.00;0.92;0.512820513;0.526315789;0.5;0.307692308;1.308270677;1;0.875
0.00;0.42;0.384615385;0.4;0.368421053;0.230769231;0.764367816;0;0.5
1.00;0.58;0.512820513;0.578947368;0.45;0.636363636;1.356521739;1;0.833333333
0.00;0.33;0.230769231;0.2;0.263157895;0.272727273;0.737179487;0;0.208333333
0.00;0.42;0.230769231;0.421052632;0.05;0.352941176;1.175675676;1;0.166666667
1.00;0.33;0.256410256;0.4;0.105263158;0.382352941;0.850574713;0;0.125
0.00;0.25;0.179487179;0.3;0.052631579;0.34375;0.796116505;1;0
1.00;0.58;0.216216216;0.294117647;0.15;0.34375;1.256097561;0;0.041666667
0.00;0.08;0.285714286;0.555555556;0.083333333;0.142857143;0.93220339;1;0.111111111
1.00;0.67;0.454545455;0.454545455;0.454545455;0.428571429;1.072727273;0;0.722222222
0.00;0.33;0.428571429;0.272727273;0.6;0.333333333;1.325396825;1;0.5
0.00;0.33;0.434782609;0.583333333;0.272727273;0.333333333;0.754491018;0;0.666666667
1.00;0.67;0.285714286;0.4;0.181818182;0.333333333;0.555555556;1;0.333333333
0.00;0.75;0.5;0.545454545;0.454545455;0.333333333;1.8;0;0.888888889
0.00;0.83;0.55;0.6;0.5;0;1.375;1;0.666666667
1.00;0.25;0.285714286;0.363636364;0.2;1;0.727272727;0;0.388888889
0.00;0;0.238095238;0.3;0.181818182;0.5;0.952380952;1;0.055555556
0.00;0.33;0.238095238;0.454545455;0;0.5;1.05;0;0.277777778
1.00;0.5;0.181818182;0.1;0.25;0;0.798245614;1;0.111111111
0.00;0.42;0.318181818;0.333333333;0.3;1;1.252747253;0;0.555555556
1.00;0.42;0.272727273;0.363636364;0.181818182;0.333333333;1.23255814;1;0.5
0.00;0.58;0.571428571;0.636363636;0.5;0.666666667;0.811320755;0;0.833333333
1.00;0.42;0.285714286;0.3;0.272727273;0;0.549450549;1;0.444444444
0.00;0.67;0.727272727;0.75;0.7;0;1.82;0;0.944444444
0.00;0.5;0.380952381;0.7;0.090909091;0.5;1.688888889;1;0.611111111
0.00;0.33;0.238095238;0.272727273;0.2;0.25;0.592105263;0;0.222222222
0.00;0.5;0.19047619;0.181818182;0.2;0;0.9;1;0.166666667
1.00;0.58;0.476190476;0.545454545;0.4;0.5;1.111111111;0;0.777777778
1.00;0.75;0.318181818;0.3;0.333333333;0.263157895;1.154545455;1;0.333333333
0.00;0.67;0.333333333;0.2;0.454545455;0.315789474;0.866141732;0;0.277777778
1.00;0.42;0.323529412;0.294117647;0.352941176;1;0.673913043;1;0.090909091
0.00;0.33;0.5;0.571428571;0.444444444;0;1.483870968;0;0.681818182
0.00;0.5;0.294117647;0.4375;0.166666667;0.4;0.796296296;1;0.136363636
0.00;0.42;0.324324324;0.315789474;0.333333333;0.4;1.255813953;0;0.227272727
1.00;0.17;0.205128205;0.277777778;0.142857143;0;1.02173913;1;0
0.00;0.33;0.461538462;0.571428571;0.333333333;1;0.978723404;0;0.625
0.00;0.42;0.325;0.421052632;0.238095238;0;0.65560166;1;0.208333333
0.00;0.58;0.675675676;0.777777778;0.578947368;1;1.525316456;0;0.958333333
0.00;0.58;0.378378378;0.470588235;0.3;0;1.08;1;0.416666667
0.00;0.42;0.3;0.476190476;0.105263158;1;0.925925926;0;0.291666667
0.00;0.25;0.384615385;0.473684211;0.3;0.285714286;0.878980892;1;0.625
1.00;0.67;0.378378378;0.263157895;0.5;0.428571429;1.137681159;0;0.375
1.00;0.58;0.476190476;0.7;0.272727273;0;0.734265734;1;0.7
0.00;0.83;0.380952381;0.636363636;0.1;0.5;1.361904762;0;0.3
0.00;0.33;0.266666667;0.5;0;0;0.537572254;1;0.5
0.00;0.58;0.8;0.714285714;0.875;0.777777778;1.860215054;0;0.9
0.00;0.42;0.266666667;0.285714286;0.25;0.4;0.75;1;0.2
0.00;0.58;0.4;0.125;0.714285714;0.4;1.333333333;0;0.6
0.00;0.33;0;0;0;0;0.564102564;1;0
1.00;0.42;0.222222222;0.307692308;0.142857143;0.5;1.772727273;0;0.214285714
0.00;0.58;0.296296296;0.357142857;0.230769231;0.264705882;1.3125;1;0.5
0.00;0.33;0.296296296;0.214285714;0.384615385;0.441176471;0.761904762;0;0.285714286
1.00;0;0.222222222;0.307692308;0.142857143;1;0.663934426;1;0.111111111
0.00;0.33;0.407407407;0.5;0.307692308;0;1.50617284;0;0.555555556
0.00;0.5;0.19047619;0.2;0.181818182;0;0.646616541;1;0
1.00;0.5;0.428571429;0.5;0.363636364;1;1.546511628;0;0.6
0.00;0.67;0.428571429;0.636363636;0.2;0.2;1.477777778;1;0.5
0.00;0.17;0.285714286;0.454545455;0.1;0.4;0.676691729;0;0.1
1.00;0.58;0.407407407;0.538461538;0.285714286;0.178571429;1.184397163;1;0.642857143
0.00;0.5;0.518518519;0.642857143;0.384615385;0.678571429;0.844311377;0;0.785714286
1.00;0.83;0.318181818;0.5;0.166666667;0.6;0.933823529;1;0.277777778
0.00;0.33;0.318181818;0.333333333;0.3;0.266666667;1.070866142;0;0.222222222
1.00;0.75;0.461538462;0.615384615;0.307692308;0.230769231;1.469135802;1;0.6875
0.00;0.33;0.192307692;0.384615385;0;0.461538462;0.680672269;0;0.0625
1.00;0.5;0.366666667;0.428571429;0.3125;0.424242424;1.176923077;1;0.55
0.00;0.42;0.466666667;0.533333333;0.4;0.393939394;0.849673203;0;0.65
1.00;0.75;0.466666667;0.466666667;0.466666667;0.285714286;1.391666667;1;0.7
0.00;0.33;0.366666667;0.4375;0.285714286;0.428571429;0.718562874;0;0.5
0.00;0.33;0.454545455;0.75;0.176470588;0.363636364;1.311320755;1;0.772727273
0.00;0.42;0.393939394;0.352941176;0.4375;0.272727273;0.762589928;0;0.590909091
0.00;0.42;0.303030303;0.3125;0.294117647;0.352941176;0.685483871;1;0.318181818
1.00;0.42;0.424242424;0.75;0.117647059;0.235294118;1.458823529;0;0.636363636
1.00;0.83;0.424242424;0.4375;0.411764706;0.375;0.879432624;1;0.727272727
0.00;0.25;0.5;0.6875;0.3125;0.125;1.137096774;0;0.863636364
0.00;0.75;0.34375;0.470588235;0.2;0.176470588;0.536585366;1;0.409090909
1.00;0.67;0.454545455;0.588235294;0.3125;0.352941176;1.863636364;0;0.909090909
0.00;0.5;0.375;0.4375;0.3125;0.571428571;1.819444444;1;0.5
0.00;0.33;0.3125;0.470588235;0.133333333;0.428571429;0.549618321;0;0.3
0.00;0.58;0.419354839;0.5;0.333333333;0.333333333;1.046511628;1;0.65
0.00;0.75;0.419354839;0.4;0.4375;0.384615385;0.955555556;0;0.75
0.00;0.33;0.161290323;0.2;0.125;0.205882353;0.45631068;1;0
1.00;0.75;0.548387097;0.533333333;0.5625;0.647058824;2.191489362;0;0.8
0.00;0.67;0.580645161;0.6;0.5625;0.5;2.06;1;0.85
0.00;0.58;0.322580645;0.3125;0.333333333;0.236842105;0.485436893;0;0.7
0.00;0.58;0.448275862;0.571428571;0.333333333;0.407407407;1.47008547;1;0.722222222
0.00;0.25;0.379310345;0.4;0.357142857;0.222222222;0.680232558;0;0.5
0.00;0.25;0.137931034;0.214285714;0.066666667;0.254901961;0.541871921;1;0
1.00;0.83;0.517241379;0.6;0.428571429;0.470588235;1.845454545;0;0.777777778
0.00;0.5;0.344827586;0.357142857;0.333333333;0.511111111;0.972413793;1;0.555555556
0.00;0.42;0.206896552;0.333333333;0.071428571;0.222222222;1.028368794;0;0.166666667
1.00;0.33;0.333333333;0.4;0.266666667;0.103448276;0.898203593;1;0.5
0.00;0.67;0.533333333;0.625;0.428571429;0.586206897;1.113333333;0;0.8
1.00;0.17;0.2;0.266666667;0.133333333;0.4;0.794871795;1;0.1
0.00;0.5;0.333333333;0.3125;0.357142857;0.5;1.258064516;0;0.45
0.00;0.25;0.290322581;0.4;0.1875;0.391304348;1.265957447;1;0.2
0.00;0.17;0.193548387;0.25;0.133333333;0.434782609;0.789915966;0;0.1
0.00;0.5;0.466666667;0.571428571;0.375;0.432432432;1.33;1;0.7
1.00;0.25;0.266666667;0.333333333;0.2;0.297297297;0.751879699;0;0.4
0.00;0.17;0.176470588;0.352941176;0;0.407407407;0.40625;1;0.05
0.00;0.92;0.617647059;0.705882353;0.529411765;0.296296296;2.461538462;0;0.95
0.00;0.33;0.323529412;0.529411765;0.117647059;0.3;0.694323144;1;0.35
1.00;0.67;0.617647059;0.647058824;0.588235294;0.6;1.440251572;0;0.9
1.00;0.58;0.352941176;0.411764706;0.294117647;1;0.93877551;1;0.5
0.00;0.58;0.382352941;0.470588235;0.294117647;0;1.065217391;0;0.25
0.00;0.5;0.382352941;0.352941176;0.411764706;0.451612903;0.840659341;1;0.65
1.00;0.5;0.411764706;0.529411765;0.294117647;0.258064516;1.189542484;0;0.7
1.00;0.5;0.382352941;0.529411765;0.235294118;0.40625;1.019607843;1;0.6
0.00;0.33;0.411764706;0.411764706;0.411764706;0.25;0.980769231;0;0.4
1.00;0.42;0.512195122;0.6;0.428571429;0.5;1.025806452;1;0.833333333
